
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 10월 20일~11월 18일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
부여,236,10-21,      13.1,      20.9,       7.0,       1.7,      74.5,       6.7,,,    1018.7,    1020.3,       1.0
금산,238,10-21,      12.0,      20.2,       6.0,       2.0,      73.6,       5.9,,,     999.9,    1020.5,       0.9
부안,243,10-21,      14.3,      20.8,       8.8,       1.5,      73.1,       6.6,,,    1019.0,    1020.2,       1.3
임실,244,10-21,      11.9,      20.2,       5.3,       1.7,      74.7,       6.3,,,     990.9,    1020.4,       1.0
정읍,245,10-21,      14.5,      21.0,       9.2,       1.7,      72.0,       6.1,,,    1014.4,    1020.0,       1.0
남원,247,10-21,      12.9,      21.0,       6.4,       1.7,      73.0,       6.4,,,    1007.9,    1020.2,       1.3
장수,248,10-21,      10.8,      19.0,       4.3,       1.8,      77.2,       5.7,,,     972.2,    1020.5,       1.3
영광군,252,10-21,      15.2,      21.8,       9.7,       2.0,      76.7,       6.3,,,    1014.6,    1019.0,       1.7
김해시,253,10-21,      17.3,      23.0,      13.1,       3.1,      66.0,       6.1,,,    1012.5,    1019.5,       1.8
순창군,254,10-21,      14.1,      21.8,       8.1,       2.8,      75.4,       6.1,,,    1004.4,    1019.5,       1.2
양산시,257,10-21,      17.1,      22.4,      12.9,       3.2,      68.1,       6.2,,,    1018.4,    1020.1,       2.5
강진군,259,10-21,      15.7,      22.3,      10.3,       1.6,      74.4,       6.1,,,    1018.0,    1019.5,       1.8
장흥,260,10-21,      14.3,      21.8,       8.0,       1.4,      72.7,       6.5,,,    1014.4,    1019.6,       1.5
해남,261,10-21,      14.7,      21.7,       8.2,       1.4,      72.7,       6.8,,,    1017.6,    1019.8,       1.8
고흥,262,10-21,      15.2,      21.7,       9.5,       2.0,      69.4,       6.5,,,    1013.4,    1019.5,       1.3
의령군,263,10-21,      14.1,      21.5,       8.5,       3.7,      81.3,       5.4,,,    1017.6,    1019.3,       1.0
함양군,264,10-21,      12.9,      21.0,       6.9,       3.0,      83.2,       5.3,,,    1001.7,    1019.7,       0.6
진도군,268,10-21,      15.7,      21.2,      10.7,       1.9,,,,,,,       1.8
봉화,271,10-21,      10.2,      18.7,       3.3,       1.9,      74.3,       5.7,,,     982.2,    1020.1,       1.2
영주,272,10-21,      12.0,      19.3,       5.7,       2.0,      70.1,       6.4,,,     995.2,    1020.1,       1.9
문경,273,10-21,      12.0,      19.2,       6.3,       2.2,      71.3,       6.4,,,     999.7,    1020.3,       1.5
청송군,276,10-21,      12.0,      19.5,       6.7,       3.0,      80.7,       4.4,,,     995.5,    1020.2,       0.9
영덕,277,10-21,      14.3,      19.8,       9.4,       2.8,      69.4,       6.0,,,    1015.5,    1020.5,       2.7
의성,278,10-21,      11.8,      20.7,       5.1,       1.7,      74.1,       5.5,,,    1010.7,    1020.2,       0.9
구미,279,10-21,      13.2,      20.4,       7.6,       1.8,      72.0,       5.9,,,    1014.8,    1020.4,       1.2
영천,281,10-21,      13.2,      20.6,       7.0,       1.6,      70.0,       5.8,,,    1009.1,    1020.2,       1.4
경주시,283,10-21,      14.6,      20.9,       9.2,       3.2,      78.2,       4.4,,,    1015.0,    1019.6,       2.0
경주시,283,10-21,      14.6,      20.9,       9.2,       3.2,      78.2,       4.4,,,    1015.0,    1019.6,       2.0
거창,284,10-21,      11.9,      20.2,       5.5,       1.8,      74.3,       5.8,,,     993.7,    1020.4,       1.1
합천,285,10-21,      13.6,      21.4,       7.7,       1.9,      70.8,       5.9,,,    1016.2,    1020.1,       1.1
밀양,288,10-21,      14.3,      21.7,       8.0,       1.5,      71.2,       6.3,,,    1018.5,    1019.9,       1.2
산청,289,10-21,      13.1,      20.9,       7.5,       2.0,      71.3,       5.6,,,    1003.9,    1020.7,       1.1
거제,294,10-21,      16.0,      21.0,      11.6,       3.2,      67.6,       6.3,,,    1014.3,    1019.0,       1.4
남해,295,10-21,      15.9,      21.1,      11.6,       3.0,      66.2,       6.6,,,    1014.4,    1020.0,       1.6
강남,400,10-21,      15.3,      20.2,      11.2,       1.4,,,,,,,       1.5
서초,401,10-21,      15.3,      20.6,      11.0,       1.4,,,,,,,       1.1
강동,402,10-21,      14.2,      20.0,       9.4,       1.6,,,,,,,       1.3
송파,403,10-21,      15.6,      20.5,      11.3,       1.4,,,,,,,       1.5
강서,404,10-21,      15.0,      19.8,      10.7,       1.3,,,,,,,       1.6
양천,405,10-21,      15.8,      20.5,      11.7,       1.4,,,,,,,       1.2
도봉,406,10-21,      13.5,      20.0,       8.2,       1.6,,,,,,,       0.8
노원,407,10-21,      13.0,      20.0,       6.9,       1.6,,,,,,,       1.3
동대문,408,10-21,      15.3,      20.5,      10.9,       1.4,,,,,,,       1.5
중랑,409,10-21,      15.3,      20.1,      10.9,       1.6,,,,,,,       1.9
기상청,410,10-21,      15.3,      20.2,      11.4,       1.3,,,,,,,       1.2
마포,411,10-21,      15.7,      20.3,      11.8,       1.3,,,,,,,       2.0
서대문,412,10-21,      14.3,      20.2,       9.8,       1.4,,,,,,,       1.4
광진,413,10-21,      15.1,      20.2,      10.7,       1.4,,,,,,,       1.5
성북,414,10-21,      14.3,      19.2,      10.0,       1.6,,,,,,,       1.4
용산,415,10-21,      15.5,      20.4,      11.3,       1.2,,,,,,,       1.6
은평,416,10-21,      14.0,      19.8,       9.1,       1.3,,,,,,,       1.5
금천,417,10-21,      15.4,      19.9,      11.7,       1.5,,,,,,,       1.7
중구,419,10-21,      13.7,      18.3,       9.9,       1.2,,,,,,,       2.5
성동,421,10-21,      15.6,      20.0,      11.8,       1.6,,,,,,,       1.9
구로,423,10-21,      14.5,      19.8,      10.2,       1.7,,,,,,,       1.8
강북,424,10-21,      15.0,      20.0,      10.7,       2.3,,,,,,,       1.5
남현,425,10-21,      14.4,      19.5,      10.1,       2.2,,,,,,,       1.0
부천,433,10-21,      15.5,      20.4,      11.1,       1.7,,,,,,,       1.0
안양,434,10-21,      15.3,      19.9,      11.4,       2.2,,,,,,,       2.0
광명,437,10-21,      16.2,      20.3,      12.5,       1.9,,,,,,,       1.8
군포,438,10-21,      15.4,      20.2,      11.5,       2.3,,,,,,,       1.1
김포,441,10-21,      13.9,      19.5,       9.3,       1.5,,,,,,,       1.3
하남,444,10-21,      13.8,      20.3,       8.7,       1.8,,,,,,,       0.7
의왕,445,10-21,      13.5,      19.2,       8.8,       2.2,,,,,,,       0.9
포천,504,10-21,      12.0,      19.9,       6.1,       1.7,,,,,,,       1.1
가평조종,505,10-21,      10.6,      18.9,       4.5,       1.7,,,,,,,       0.9
영등포,510,10-21,      15.8,      20.5,      12.3,       1.4,,,,,,,       1.4
인천연수,512,10-21,      15.1,      20.4,      10.3,       1.6,,,,,,,       1.5
안성,516,10-21,      13.9,      20.5,       8.4,       2.1,,,,,,,       1.0
간성,517,10-21,      13.1,      18.6,       8.4,       4.4,,,,,,,       1.7
평창,526,10-21,      11.0,      18.8,       5.3,       1.8,,,,,,,       1.0
의정부,532,10-21,      12.7,      19.7,       7.0,       1.7,,,,,,,       0.8
횡성,536,10-21,      11.9,      20.0,       5.8,       1.8,,,,,,,       1.1
고양,540,10-21,      13.3,      20.4,       7.4,       1.3,,,,,,,       1.1
남양주,541,10-21,      12.1,      20.1,       6.0,       1.4,,,,,,,       0.9
안산,545,10-21,      12.9,      20.1,       6.8,       1.9,,,,,,,       1.3
경기광주,546,10-21,      12.7,      19.6,       7.7,       1.9,,,,,,,       1.5
여주,548,10-21,      12.0,      19.6,       6.7,       1.7,,,,,,,       1.0
용인,549,10-21,      12.4,      19.7,       6.8,       1.8,,,,,,,       1.1
오산,550,10-21,      13.4,      20.3,       8.3,       1.8,,,,,,,       1.0
평택,551,10-21,      14.4,      20.6,       8.6,       1.9,,,,,,,       1.3
화천,555,10-21,      10.9,      19.5,       5.5,       1.4,,,,,,,       1.1
양구,556,10-21,      10.3,      19.1,       4.9,       1.6,,,,,,,       0.9
시흥,565,10-21,      14.5,      20.3,       9.6,       1.4,,,,,,,       1.4
구리,569,10-21,      14.1,      19.8,       9.1,       1.6,,,,,,,       1.2
금곡,570,10-21,      13.9,      19.5,       9.1,       1.1,,,,,,,       1.1
화성,571,10-21,      14.4,      19.9,       9.6,       1.5,,,,,,,       1.2
성남,572,10-21,      14.4,      20.1,       9.5,       1.5,,,,,,,       1.0
과천,590,10-21,      13.7,      20.2,       8.5,       1.5,,,,,,,       1.4
진부령,595,10-21,       9.8,      15.5,       5.2,       3.5,,,,,,,       2.4
양주,598,10-21,      12.1,      19.9,       5.8,       1.4,,,,,,,       0.9
단양,601,10-21,      12.3,      19.4,       7.3,       2.1,,,,,,,       0.7
진천,602,10-21,      12.2,      20.2,       6.8,       2.3,,,,,,,       1.0
괴산,603,10-21,      11.6,      19.9,       5.9,       2.1,,,,,,,       0.8
옥천,604,10-21,      12.4,      20.2,       7.0,       2.5,,,,,,,       0.8
세종연서,611,10-21,      12.4,      20.4,       6.7,       1.8,,,,,,,       1.0
공주,612,10-21,      13.4,      20.6,       7.6,       1.6,,,,,,,       1.2
서천,614,10-21,      13.9,      20.7,       8.3,       1.8,,,,,,,       1.5
논산,615,10-21,      13.4,      21.0,       7.2,       2.0,,,,,,,       1.3
당진,616,10-21,      13.4,      19.7,       8.3,       1.9,,,,,,,       1.5
청양,618,10-21,      12.5,      20.2,       6.2,       2.2,,,,,,,       1.0
음성,619,10-21,      11.3,      20.2,       4.9,       2.1,,,,,,,       1.1
증평,623,10-21,      12.5,      20.4,       6.4,       1.9,,,,,,,       1.0
태안,627,10-21,      15.1,      20.2,      10.8,       2.3,,,,,,,       1.7
예산,628,10-21,      13.6,      20.7,       8.0,       2.1,,,,,,,       1.5
아산,634,10-21,      14.0,      20.2,       8.6,       1.9,,,,,,,       1.6
계룡,636,10-21,      12.6,      20.2,       6.2,       2.2,,,,,,,       0.8
오월드,642,10-21,      14.7,      21.0,       9.7,       2.1,,,,,,,       0.9
세천,643,10-21,      13.2,      20.3,       7.5,       2.0,,,,,,,       0.9
장동,648,10-21,      13.5,      20.5,       7.9,       1.8,,,,,,,       0.9
부평,649,10-21,      14.1,      20.7,       8.7,       1.8,,,,,,,       0.5
연천청산,652,10-21,      12.4,      19.9,       6.6,       1.9,,,,,,,       0.9
양양,670,10-21,      14.4,      19.2,      10.1,       1.9,,,,,,,       2.2
사북,674,10-21,      10.1,      15.3,       5.9,       3.5,,,,,,,       2.1
무안,699,10-21,      15.1,      20.9,      10.1,       1.6,,,,,,,       1.7
무주,701,10-21,      12.3,      20.1,       6.4,       2.3,,,,,,,       1.1
익산,702,10-21,      14.5,      21.1,       8.8,       1.9,,,,,,,       1.4
진안,703,10-21,      11.5,      19.7,       5.6,       2.3,,,,,,,       1.3
담양,706,10-21,      14.3,      21.6,       8.6,       2.3,,,,,,,       1.6
광산,708,10-21,      15.0,      21.9,       8.9,       1.4,,,,,,,       1.5
구례,709,10-21,      13.9,      22.2,       7.9,       2.0,,,,,,,       1.0
나주,710,10-21,      14.8,      22.2,       9.0,       1.9,,,,,,,       1.2
순천시,712,10-21,      16.4,      22.2,      11.8,       2.2,,,,,,,       1.7
광양읍,713,10-21,      15.8,      22.4,      10.4,       2.2,,,,,,,       1.4
조선대,722,10-21,      15.8,      21.7,      11.0,       1.6,,,,,,,       1.7
거문도,723,10-21,      18.2,      20.8,      16.3,       2.4,,,,,,,       4.0
추자도,724,10-21,      18.1,      20.5,      16.0,       1.8,,,,,,,       3.9
장성,730,10-21,      14.0,      21.4,       8.4,       1.9,,,,,,,       1.2
영암,731,10-21,      15.1,      22.0,       9.2,       1.6,,,,,,,       1.5
보성,732,10-21,      13.4,      20.9,       7.5,       2.2,,,,,,,       1.3
완주,734,10-21,      14.1,      21.5,       8.2,       1.9,,,,,,,       1.5
김제,737,10-21,      14.8,      21.4,       9.5,       1.8,,,,,,,       1.9
화순,741,10-21,      14.6,      22.3,       9.0,       1.9,,,,,,,       0.8
함평,754,10-21,      15.4,      22.0,       9.8,       1.9,,,,,,,       1.4
곡성,768,10-21,      13.9,      21.5,       8.1,       1.7,,,,,,,       1.0
성판악,782,10-21,      12.3,      15.9,       9.2,       7.8,,,,,,,       2.8
풍암,788,10-21,      15.7,      22.5,      10.2,       1.7,,,,,,,       0.9
압해도,789,10-21,      16.2,      21.1,      12.2,       1.6,,,,,,,       2.7
영양,801,10-21,      11.8,      19.1,       6.5,       2.6,,,,,,,       1.3
성주,810,10-21,      13.4,      20.8,       7.5,       2.2,,,,,,,       1.0
고령,812,10-21,      13.3,      21.2,       7.3,       2.0,,,,,,,       0.7
청도,813,10-21,      13.4,      21.1,       7.4,       2.0,,,,,,,       1.2
예천,815,10-21,      12.1,      20.2,       6.3,       2.0,,,,,,,       0.9
김천,822,10-21,      13.0,      20.8,       7.0,       2.0,,,,,,,       0.9
군위,823,10-21,      12.0,      20.4,       6.2,       1.9,,,,,,,       1.2
칠곡,825,10-21,      13.7,      21.2,       7.8,       2.0,,,,,,,       1.3
경산,827,10-21,      14.9,      21.3,       9.9,       2.1,,,,,,,       1.5
달성,828,10-21,      14.8,      21.8,       9.6,       2.2,,,,,,,       1.4
대구서구,846,10-21,      15.6,      20.9,      10.6,       2.0,,,,,,,       1.5
신암,860,10-21,      15.3,      21.1,      10.5,       1.8,      63.9,       6.1,       4.1,,    1013.5,    1020.6,       1.8
완산,864,10-21,      14.8,      21.4,       9.4,       1.9,      69.1,       6.3,       3.7,       2.3,    1013.5,    1020.0,       1.4
삼척,876,10-21,      14.9,      19.3,      11.0,       3.7,,,,,,,       2.0
울기,901,10-21,      17.0,      20.4,      14.4,       3.1,,,,,,,       2.7
삼천포,907,10-21,      17.0,      21.6,      13.2,       3.1,,,,,,,       1.9
영도,910,10-21,      16.9,      20.4,      14.2,       3.4,,,,,,,       3.7
고성,918,10-21,      15.9,      22.1,      10.4,       2.6,,,,,,,       1.8
창녕,919,10-21,      14.3,      22.0,       8.1,       2.3,,,,,,,       1.8
함안,920,10-21,      13.6,      22.3,       7.5,       2.7,,,,,,,       0.9
가덕도,921,10-21,      17.3,      21.1,      14.6,       3.1,,,,,,,       3.7
기장,923,10-21,      16.3,      21.1,      12.1,       3.5,,,,,,,       2.2
간절곶,924,10-21,      17.3,      20.4,      14.1,       3.3,,,,,,,       4.3
하동,932,10-21,      15.9,      22.5,      10.2,       2.8,,,,,,,       1.5
해운대,937,10-21,      17.4,      21.7,      14.0,       4.3,,,,,,,       2.4
부산진,938,10-21,      17.0,      21.5,      13.5,       3.3,,,,,,,       1.9
동래,940,10-21,      16.9,      21.7,      13.1,       3.0,,,,,,,       1.7
북구,941,10-21,      16.4,      21.0,      12.6,       2.8,,,,,,,       2.0
부산남구,942,10-21,      17.7,      21.4,      14.3,       3.3,,,,,,,       2.1
정자,949,10-21,      16.3,      20.8,      11.9,       2.9,,,,,,,       3.8
속초,90,10-22,      14.1,      18.6,       9.8,       3.2,      66.2,       5.7,,,    1017.1,    1019.3,       2.2
철원,95,10-22,      10.8,      18.2,       4.4,       1.3,      72.1,       6.1,,,    1001.4,    1020.1,       1.4
동두천,98,10-22,      12.4,      19.8,       6.9,       2.0,      69.8,       6.0,,,    1006.4,    1019.8,       1.2
파주,99,10-22,      12.0,      19.3,       6.2,       1.5,      74.4,       6.2,,,    1016.1,    1019.7,       1.5
대관령,100,10-22,       7.8,      13.6,       2.5,       4.2,      76.6,       6.1,,,     925.9,    1020.5,       3.2
춘천,101,10-22,      11.7,      18.6,       6.3,       1.5,      75.6,       5.5,,,    1011.1,    1020.3,       1.0
백령도,102,10-22,      13.8,      16.9,      11.4,       1.2,      71.5,       6.5,       4.0,,    1003.6,    1019.6,       4.0
강릉,105,10-22,      14.6,      19.4,      10.4,       5.0,      62.2,       5.8,,,    1016.5,    1019.6,       2.5
동해,106,10-22,      14.2,      18.8,       9.9,       4.3,      68.2,       5.7,,,    1014.6,    1019.1,       2.5
서울,108,10-22,      14.2,      19.5,       9.8,       1.9,      61.9,       6.4,       3.6,       2.9,    1009.6,    1019.9,       2.0
인천,112,10-22,      14.6,      19.2,      10.6,       1.7,      68.0,       6.7,       3.6,       2.8,    1011.4,    1019.6,       2.3
원주,114,10-22,      12.2,      19.1,       6.6,       1.9,      71.2,       5.8,,,    1002.1,    1020.1,       0.8
울릉도,115,10-22,      14.5,      17.8,      12.1,       2.9,      71.2,       5.6,       5.2,       2.9,     993.1,    1019.3,       3.8
수원,119,10-22,      13.7,      19.7,       8.5,       2.0,      70.6,       6.5,       3.6,       2.6,    1015.9,    1020.2,       1.4
영월,121,10-22,      11.9,      19.4,       6.1,       1.9,      72.8,       5.6,,,     991.5,    1020.1,       1.2
충주,127,10-22,      11.8,      19.3,       6.0,       2.3,      73.6,       5.8,,,    1008.5,    1020.4,       1.3
서산,129,10-22,      13.4,      19.8,       7.8,       2.3,      74.9,       6.5,,,    1017.0,    1020.0,       1.9
울진,130,10-22,      14.2,      19.0,       9.6,       3.0,      70.0,       5.9,,,    1013.4,    1019.4,       3.2
청주,131,10-22,      13.7,      20.0,       8.4,       2.0,      67.8,       6.3,       3.8,       2.7,    1013.2,    1020.1,       1.3
